Barangay,Year,Month,Cases
Liang,2019,July,0
Ligas,2019,July,0
Longos,2019,July,2
Look 1St,2019,July,0
Look 2Nd,2019,July,0
Lugam,2019,July,0
Mabolo,2019,July,0
Mambog,2019,July,0
Masile,2019,July,0
Matimbo,2019,July,1
Mojon,2019,July,1
Namayan,2019,July,0
Niugan,2019,July,0
Pamarawan,2019,July,0
Panasahan,2019,July,0
Pinagbakahan,2019,July,1
San Agustin,2019,July,0
San Gabriel,2019,July,0
San Juan,2019,July,0
San Pablo,2019,July,2
San Vicente,2019,July,1
Santiago,2019,July,0
Santisima Trinidad,2019,July,1
Santo Cristo,2019,July,0
Santo Niño,2019,July,0
Santo Rosario,2019,July,5
Santor,2019,July,0
Sumapang Bata,2019,July,0
Sumapang Matanda,2019,July,0
Taal,2019,July,0
Tikay,2019,July,0
Anilao,2019,August,0
Atlag,2019,August,1
Babatnin,2019,August,0
Bagna,2019,August,2
Bagong Bayan,2019,August,0
Balayong,2019,August,0
Balite,2019,August,1
Bangkal,2019,August,4
Barihan,2019,August,1
Bulihan,2019,August,9
Bungahan,2019,August,1
Caingin,2019,August,0
Calero,2019,August,0
Caliligawan,2019,August,0
Canalate,2019,August,7
Caniogan,2019,August,2
Catmon,2019,August,2
Cofradia,2019,August,1
Dakila,2019,August,2
Guinhawa,2019,August,1
Liang,2019,August,0
Ligas,2019,August,2
Longos,2019,August,8
Look 1St,2019,August,6
Look 2Nd,2019,August,0
Lugam,2019,August,0
Mabolo,2019,August,2
Mambog,2019,August,0
Masile,2019,August,0
Matimbo,2019,August,3
Mojon,2019,August,17
Namayan,2019,August,0
Niugan,2019,August,0
Pamarawan,2019,August,1
Panasahan,2019,August,0
Pinagbakahan,2019,August,2
San Agustin,2019,August,1
San Gabriel,2019,August,2
San Juan,2019,August,1
San Pablo,2019,August,2
San Vicente,2019,August,2
Santiago,2019,August,0
Santisima Trinidad,2019,August,2
Santo Cristo,2019,August,3
Santo Niño,2019,August,0
Santo Rosario,2019,August,4
Santor,2019,August,3
Sumapang Bata,2019,August,0
Sumapang Matanda,2019,August,3
Taal,2019,August,0
Tikay,2019,August,5
Anilao,2019,September,0
Atlag,2019,September,1
Babatnin,2019,September,0
Bagna,2019,September,4
Bagong Bayan,2019,September,0
Balayong,2019,September,0
Balite,2019,September,1
Bangkal,2019,September,0
Barihan,2019,September,2
Bulihan,2019,September,13
Bungahan,2019,September,2
Caingin,2019,September,4
Calero,2019,September,0
Caliligawan,2019,September,0
Canalate,2019,September,3
Caniogan,2019,September,4
Catmon,2019,September,4
Cofradia,2019,September,1
Dakila,2019,September,4
Guinhawa,2019,September,2
Liang,2019,September,0
Ligas,2019,September,6
Longos,2019,September,12
Look 1St,2019,September,1
Look 2Nd,2019,September,1
Lugam,2019,September,1
Mabolo,2019,September,6
Mambog,2019,September,0
Masile,2019,September,0
Matimbo,2019,September,4
Mojon,2019,September,14
Namayan,2019,September,0
Niugan,2019,September,1
Pamarawan,2019,September,0
Panasahan,2019,September,1
Pinagbakahan,2019,September,2
San Agustin,2019,September,0
San Gabriel,2019,September,0
San Juan,2019,September,2
San Pablo,2019,September,2
San Vicente,2019,September,2
Santiago,2019,September,1
Santisima Trinidad,2019,September,1
Santo Cristo,2019,September,2
Santo Niño,2019,September,0
Santo Rosario,2019,September,0
Santor,2019,September,3
Sumapang Bata,2019,September,0
Sumapang Matanda,2019,September,10
Taal,2019,September,0
Tikay,2019,September,14
Anilao,2019,October,0
Atlag,2019,October,3
Babatnin,2019,October,0
Bagna,2019,October,2
Bagong Bayan,2019,October,0
Balayong,2019,October,0
Balite,2019,October,0
Bangkal,2019,October,3
Barihan,2019,October,0
Bulihan,2019,October,1
Bungahan,2019,October,0
Caingin,2019,October,1
Calero,2019,October,0
Caliligawan,2019,October,0
Canalate,2019,October,1
Caniogan,2019,October,0
Catmon,2019,October,0
Cofradia,2019,October,0
Dakila,2019,October,1
Guinhawa,2019,October,0
Liang,2019,October,0
Ligas,2019,October,3
Longos,2019,October,8
Look 1St,2019,October,0
Look 2Nd,2019,October,1
Lugam,2019,October,0
Mabolo,2019,October,1
Mambog,2019,October,0
Masile,2019,October,1
Matimbo,2019,October,0
Mojon,2019,October,11
Namayan,2019,October,0
Niugan,2019,October,0
Pamarawan,2019,October,0
Panasahan,2019,October,0
Pinagbakahan,2019,October,1
San Agustin,2019,October,0
San Gabriel,2019,October,0
San Juan,2019,October,1
San Pablo,2019,October,1
San Vicente,2019,October,0
Santiago,2019,October,0
Santisima Trinidad,2019,October,0
Santo Cristo,2019,October,0
Santo Niño,2019,October,1
Santo Rosario,2019,October,0
Santor,2019,October,1
Sumapang Bata,2019,October,0
Sumapang Matanda,2019,October,4
Taal,2019,October,0
Tikay,2019,October,2
Anilao,2019,November,0
Atlag,2019,November,1
Babatnin,2019,November,0
Bagna,2019,November,0
Bagong Bayan,2019,November,1
Balayong,2019,November,0
Balite,2019,November,0
Bangkal,2019,November,0
Barihan,2019,November,0
Bulihan,2019,November,1
Bungahan,2019,November,0
Caingin,2019,November,0
Calero,2019,November,0
Caliligawan,2019,November,0
Canalate,2019,November,1
Caniogan,2019,November,1
Catmon,2019,November,0
Cofradia,2019,November,0
Dakila,2019,November,0
Guinhawa,2019,November,0
Liang,2019,November,0
Ligas,2019,November,1
Longos,2019,November,3
Look 1St,2019,November,1
Look 2Nd,2019,November,0
Lugam,2019,November,0
Mabolo,2019,November,0
Mambog,2019,November,0
Masile,2019,November,0
Matimbo,2019,November,1
Mojon,2019,November,5
Namayan,2019,November,0
Niugan,2019,November,0
Pamarawan,2019,November,0
Panasahan,2019,November,1
Pinagbakahan,2019,November,0
San Agustin,2019,November,0
San Gabriel,2019,November,0
San Juan,2019,November,1
San Pablo,2019,November,0
San Vicente,2019,November,0
Santiago,2019,November,0
Santisima Trinidad,2019,November,0
Santo Cristo,2019,November,0
Santo Niño,2019,November,0
Santo Rosario,2019,November,0
Santor,2019,November,1
Sumapang Bata,2019,November,0
Sumapang Matanda,2019,November,2
Taal,2019,November,0
Tikay,2019,November,3
Anilao,2019,December,0
Atlag,2019,December,1
Babatnin,2019,December,0
Bagna,2019,December,1
Bagong Bayan,2019,December,0
Balayong,2019,December,1
Balite,2019,December,0
Bangkal,2019,December,0
Barihan,2019,December,0
Bulihan,2019,December,2
Bungahan,2019,December,0
Caingin,2019,December,1
Calero,2019,December,0
Caliligawan,2019,December,0
Canalate,2019,December,0
Caniogan,2019,December,0
Catmon,2019,December,0
Cofradia,2019,December,0
Dakila,2019,December,0
Guinhawa,2019,December,0
Liang,2019,December,1
Ligas,2019,December,1
Longos,2019,December,1
Look 1St,2019,December,0
Look 2Nd,2019,December,1
Lugam,2019,December,0
Mabolo,2019,December,0
Mambog,2019,December,0
Masile,2019,December,0
Matimbo,2019,December,1
Mojon,2019,December,4
Namayan,2019,December,0
Niugan,2019,December,0
Pamarawan,2019,December,0
Panasahan,2019,December,0
Pinagbakahan,2019,December,3
San Agustin,2019,December,0
San Gabriel,2019,December,1
San Juan,2019,December,0
San Pablo,2019,December,3
San Vicente,2019,December,0
Santiago,2019,December,0
Santisima Trinidad,2019,December,0
Santo Cristo,2019,December,0
Santo Niño,2019,December,0
Santo Rosario,2019,December,0
Santor,2019,December,1
Sumapang Bata,2019,December,0
Sumapang Matanda,2019,December,0
Taal,2019,December,0
Tikay,2019,December,1
Anilao,2020,January,0
Atlag,2020,January,5
Babatnin,2020,January,0
Bagna,2020,January,0
Bagong Bayan,2020,January,0
Balayong,2020,January,2
Balite,2020,January,0
Bangkal,2020,January,1
Barihan,2020,January,1
Bulihan,2020,January,1
Bungahan,2020,January,0
Caingin,2020,January,1
Calero,2020,January,0
Caliligawan,2020,January,0
Canalate,2020,January,1
Caniogan,2020,January,3
Catmon,2020,January,0
Cofradia,2020,January,0
Dakila,2020,January,1
Guinhawa,2020,January,0
Liang,2020,January,0
Ligas,2020,January,0
Longos,2020,January,2
Look 1St,2020,January,0
Look 2Nd,2020,January,2
Lugam,2020,January,1
Mabolo,2020,January,0
Mambog,2020,January,0
Masile,2020,January,0
Matimbo,2020,January,1
Mojon,2020,January,9
Namayan,2020,January,0
Niugan,2020,January,0
Pamarawan,2020,January,0
Panasahan,2020,January,2
Pinagbakahan,2020,January,0
San Agustin,2020,January,0
San Gabriel,2020,January,0
San Juan,2020,January,0
San Pablo,2020,January,3
San Vicente,2020,January,0
Santiago,2020,January,0
Santisima Trinidad,2020,January,0
Santo Cristo,2020,January,1
Santo Niño,2020,January,0
Santo Rosario,2020,January,2
Santor,2020,January,2
Sumapang Bata,2020,January,0
Sumapang Matanda,2020,January,0
Taal,2020,January,0
Tikay,2020,January,2
Anilao,2020,February,1
Atlag,2020,February,2
Babatnin,2020,February,0
Bagna,2020,February,0
Bagong Bayan,2020,February,0
Balayong,2020,February,1
Balite,2020,February,0
Bangkal,2020,February,1
Barihan,2020,February,1
Bulihan,2020,February,3
Bungahan,2020,February,0
Caingin,2020,February,0
Calero,2020,February,0
Caliligawan,2020,February,0
Canalate,2020,February,0
Caniogan,2020,February,1
Catmon,2020,February,0
Cofradia,2020,February,1
Dakila,2020,February,1
Guinhawa,2020,February,0
Liang,2020,February,0
Ligas,2020,February,0
Longos,2020,February,2
Look 1St,2020,February,0
Look 2Nd,2020,February,0
Lugam,2020,February,0
Mabolo,2020,February,2
Mambog,2020,February,1
Masile,2020,February,0
Matimbo,2020,February,1
Mojon,2020,February,6
Namayan,2020,February,0
Niugan,2020,February,0
Pamarawan,2020,February,0
Panasahan,2020,February,0
Pinagbakahan,2020,February,1
San Agustin,2020,February,0
San Gabriel,2020,February,0
San Juan,2020,February,0
San Pablo,2020,February,1
San Vicente,2020,February,1
Santiago,2020,February,0
Santisima Trinidad,2020,February,0
Santo Cristo,2020,February,0
Santo Niño,2020,February,0
Santo Rosario,2020,February,1
Santor,2020,February,1
Sumapang Bata,2020,February,0
Sumapang Matanda,2020,February,1
Taal,2020,February,0
Tikay,2020,February,2
Anilao,2020,March,0
Atlag,2020,March,0
Babatnin,2020,March,0
Bagna,2020,March,0
Bagong Bayan,2020,March,0
Balayong,2020,March,0
Balite,2020,March,0
Bangkal,2020,March,0
Barihan,2020,March,0
Bulihan,2020,March,0
Bungahan,2020,March,0
Caingin,2020,March,1
Calero,2020,March,0
Caliligawan,2020,March,0
Canalate,2020,March,0
Caniogan,2020,March,0
Catmon,2020,March,0
Cofradia,2020,March,0
Dakila,2020,March,0
Guinhawa,2020,March,0
Liang,2020,March,0
Ligas,2020,March,0
Longos,2020,March,4
Look 1St,2020,March,0
Look 2Nd,2020,March,0
Lugam,2020,March,0
Mabolo,2020,March,0
Mambog,2020,March,0
Masile,2020,March,0
Matimbo,2020,March,1
Mojon,2020,March,2
Namayan,2020,March,0
Niugan,2020,March,0
Pamarawan,2020,March,0
Panasahan,2020,March,0
Pinagbakahan,2020,March,0
San Agustin,2020,March,0
San Gabriel,2020,March,0
San Juan,2020,March,0
San Pablo,2020,March,0
San Vicente,2020,March,0
Santiago,2020,March,0
Santisima Trinidad,2020,March,0
Santo Cristo,2020,March,0
Santo Niño,2020,March,0
Santo Rosario,2020,March,0
Santor,2020,March,0
Sumapang Bata,2020,March,0
Sumapang Matanda,2020,March,0
Taal,2020,March,0
Tikay,2020,March,1
Anilao,2020,April,0
Atlag,2020,April,0
Babatnin,2020,April,0
Bagna,2020,April,0
Bagong Bayan,2020,April,0
Balayong,2020,April,0
Balite,2020,April,0
Bangkal,2020,April,0
Barihan,2020,April,0
Bulihan,2020,April,0
Bungahan,2020,April,0
Caingin,2020,April,0
Calero,2020,April,0
Caliligawan,2020,April,0
Canalate,2020,April,0
Caniogan,2020,April,0
Catmon,2020,April,0
Cofradia,2020,April,0
Dakila,2020,April,0
Guinhawa,2020,April,0
Liang,2020,April,0
Ligas,2020,April,0
Longos,2020,April,0
Look 1St,2020,April,0
Look 2Nd,2020,April,0
Lugam,2020,April,0
Mabolo,2020,April,0
Mambog,2020,April,0
Masile,2020,April,0
Matimbo,2020,April,0
Mojon,2020,April,0
Namayan,2020,April,0
Niugan,2020,April,0
Pamarawan,2020,April,0
Panasahan,2020,April,0
Pinagbakahan,2020,April,0
San Agustin,2020,April,0
San Gabriel,2020,April,0
San Juan,2020,April,0
San Pablo,2020,April,0
San Vicente,2020,April,0
Santiago,2020,April,0
Santisima Trinidad,2020,April,0
Santo Cristo,2020,April,0
Santo Niño,2020,April,0
Santo Rosario,2020,April,0
Santor,2020,April,0
Sumapang Bata,2020,April,0
Sumapang Matanda,2020,April,0
Taal,2020,April,0
Tikay,2020,April,0
Anilao,2020,May,0
Atlag,2020,May,0
Babatnin,2020,May,0
Bagna,2020,May,0
Bagong Bayan,2020,May,0
Balayong,2020,May,0
Balite,2020,May,0
Bangkal,2020,May,0
Barihan,2020,May,0
Bulihan,2020,May,0
Bungahan,2020,May,0
Caingin,2020,May,0
Calero,2020,May,0
Caliligawan,2020,May,0
Canalate,2020,May,0
Caniogan,2020,May,0
Catmon,2020,May,0
Cofradia,2020,May,0
Dakila,2020,May,0
Guinhawa,2020,May,0
Liang,2020,May,0
Ligas,2020,May,0
Longos,2020,May,0
Look 1St,2020,May,0
Look 2Nd,2020,May,0
Lugam,2020,May,0
Mabolo,2020,May,0
Mambog,2020,May,0
Masile,2020,May,0
Matimbo,2020,May,0
Mojon,2020,May,0
Namayan,2020,May,0
Niugan,2020,May,0
Pamarawan,2020,May,0
Panasahan,2020,May,0
Pinagbakahan,2020,May,0
San Agustin,2020,May,0
San Gabriel,2020,May,0
San Juan,2020,May,0
San Pablo,2020,May,0
San Vicente,2020,May,0
Santiago,2020,May,0
Santisima Trinidad,2020,May,0
Santo Cristo,2020,May,0
Santo Niño,2020,May,0
Santo Rosario,2020,May,0
Santor,2020,May,0
Sumapang Bata,2020,May,0
Sumapang Matanda,2020,May,0
Taal,2020,May,0
Tikay,2020,May,0
Anilao,2020,June,0
Atlag,2020,June,0
Babatnin,2020,June,0
Bagna,2020,June,0
Bagong Bayan,2020,June,0
Balayong,2020,June,0
Balite,2020,June,0
Bangkal,2020,June,0
Barihan,2020,June,0
Bulihan,2020,June,0
Bungahan,2020,June,0
Caingin,2020,June,0
Calero,2020,June,0
Caliligawan,2020,June,0
Canalate,2020,June,0
Caniogan,2020,June,0
Catmon,2020,June,0
Cofradia,2020,June,0
Dakila,2020,June,0
Guinhawa,2020,June,0
Liang,2020,June,0
Ligas,2020,June,0
Longos,2020,June,0
Look 1St,2020,June,0
Look 2Nd,2020,June,0
Lugam,2020,June,0
Mabolo,2020,June,1
Mambog,2020,June,0
Masile,2020,June,0
Matimbo,2020,June,0
Mojon,2020,June,0
Namayan,2020,June,0
Niugan,2020,June,0
Pamarawan,2020,June,0
Panasahan,2020,June,0
Pinagbakahan,2020,June,0
San Agustin,2020,June,0
San Gabriel,2020,June,0
San Juan,2020,June,0
San Pablo,2020,June,0
San Vicente,2020,June,0
Santiago,2020,June,0
Santisima Trinidad,2020,June,0
Santo Cristo,2020,June,1
Santo Niño,2020,June,0
Santo Rosario,2020,June,0
Santor,2020,June,0
Sumapang Bata,2020,June,0
Sumapang Matanda,2020,June,0
Taal,2020,June,0
Tikay,2020,June,0
Anilao,2020,July,0
Atlag,2020,July,0
Babatnin,2020,July,0
Bagna,2020,July,0
Bagong Bayan,2020,July,0
Balayong,2020,July,0
Balite,2020,July,0
Bangkal,2020,July,0
Barihan,2020,July,0
Bulihan,2020,July,0
Bungahan,2020,July,0
Caingin,2020,July,0
Calero,2020,July,0
Caliligawan,2020,July,0
Canalate,2020,July,0
Caniogan,2020,July,0
Catmon,2020,July,0
Cofradia,2020,July,1
Dakila,2020,July,1
Guinhawa,2020,July,0
Liang,2020,July,0
Ligas,2020,July,0
Longos,2020,July,1
Look 1St,2020,July,0
Look 2Nd,2020,July,0
Lugam,2020,July,0
Mabolo,2020,July,0
Mambog,2020,July,0
Masile,2020,July,0
Matimbo,2020,July,0
Mojon,2020,July,0
Namayan,2020,July,0
Niugan,2020,July,0
Pamarawan,2020,July,0
Panasahan,2020,July,0
Pinagbakahan,2020,July,0
San Agustin,2020,July,0
San Gabriel,2020,July,0
San Juan,2020,July,0
San Pablo,2020,July,0
San Vicente,2020,July,0
Santiago,2020,July,0
Santisima Trinidad,2020,July,0
Santo Cristo,2020,July,0
Santo Niño,2020,July,0
Santo Rosario,2020,July,0
Santor,2020,July,0
Sumapang Bata,2020,July,0
Sumapang Matanda,2020,July,0
Taal,2020,July,0
Tikay,2020,July,0
Anilao,2020,August,0
Atlag,2020,August,0
Babatnin,2020,August,0
Bagna,2020,August,0
Bagong Bayan,2020,August,0
Balayong,2020,August,0
Balite,2020,August,0
Bangkal,2020,August,0
Barihan,2020,August,0
Bulihan,2020,August,1
Bungahan,2020,August,0
Caingin,2020,August,1
Calero,2020,August,0
Caliligawan,2020,August,0
Canalate,2020,August,0
Caniogan,2020,August,0
Catmon,2020,August,1
Cofradia,2020,August,0
Dakila,2020,August,0
Guinhawa,2020,August,0
Liang,2020,August,0
Ligas,2020,August,0
Longos,2020,August,2
Look 1St,2020,August,0
Look 2Nd,2020,August,0
Lugam,2020,August,1
Mabolo,2020,August,2
Mambog,2020,August,0
Masile,2020,August,0
Matimbo,2020,August,0
Mojon,2020,August,0
Namayan,2020,August,0
Niugan,2020,August,0
Pamarawan,2020,August,0
Panasahan,2020,August,0
Pinagbakahan,2020,August,0
San Agustin,2020,August,0
San Gabriel,2020,August,0
San Juan,2020,August,0
San Pablo,2020,August,0
San Vicente,2020,August,0
Santiago,2020,August,0
Santisima Trinidad,2020,August,1
Santo Cristo,2020,August,0
Santo Niño,2020,August,0
Santo Rosario,2020,August,0
Santor,2020,August,0
Sumapang Bata,2020,August,0
Sumapang Matanda,2020,August,1
Taal,2020,August,0
Tikay,2020,August,0
Anilao,2020,September,0
Atlag,2020,September,1
Babatnin,2020,September,0
Bagna,2020,September,0
Bagong Bayan,2020,September,0
Balayong,2020,September,0
Balite,2020,September,0
Bangkal,2020,September,0
Barihan,2020,September,0
Bulihan,2020,September,0
Bungahan,2020,September,0
Caingin,2020,September,0
Calero,2020,September,0
Caliligawan,2020,September,0
Canalate,2020,September,0
Caniogan,2020,September,0
Catmon,2020,September,0
Cofradia,2020,September,0
Dakila,2020,September,0
Guinhawa,2020,September,1
Liang,2020,September,0
Ligas,2020,September,1
Longos,2020,September,5
Look 1St,2020,September,0
Look 2Nd,2020,September,0
Lugam,2020,September,0
Mabolo,2020,September,0
Mambog,2020,September,2
Masile,2020,September,0
Matimbo,2020,September,1
Mojon,2020,September,2
Namayan,2020,September,0
Niugan,2020,September,0
Pamarawan,2020,September,0
Panasahan,2020,September,0
Pinagbakahan,2020,September,0
San Agustin,2020,September,0
San Gabriel,2020,September,0
San Juan,2020,September,0
San Pablo,2020,September,0
San Vicente,2020,September,0
Santiago,2020,September,0
Santisima Trinidad,2020,September,2
Santo Cristo,2020,September,1
Santo Niño,2020,September,0
Santo Rosario,2020,September,1
Santor,2020,September,0
Sumapang Bata,2020,September,0
Sumapang Matanda,2020,September,2
Taal,2020,September,0
Tikay,2020,September,0
Anilao,2020,October,0
Atlag,2020,October,0
Babatnin,2020,October,0
Bagna,2020,October,2
Bagong Bayan,2020,October,0
Balayong,2020,October,0
Balite,2020,October,0
Bangkal,2020,October,0
Barihan,2020,October,0
Bulihan,2020,October,4
Bungahan,2020,October,0
Caingin,2020,October,1
Calero,2020,October,0
Caliligawan,2020,October,0
Canalate,2020,October,0
Caniogan,2020,October,0
Catmon,2020,October,0
Cofradia,2020,October,1
Dakila,2020,October,1
Guinhawa,2020,October,0
Liang,2020,October,0
Ligas,2020,October,0
Longos,2020,October,1
Look 1St,2020,October,1
Look 2Nd,2020,October,0
Lugam,2020,October,0
Mabolo,2020,October,0
Mambog,2020,October,0
Masile,2020,October,0
Matimbo,2020,October,1
Mojon,2020,October,0
Namayan,2020,October,0
Niugan,2020,October,0
Pamarawan,2020,October,0
Panasahan,2020,October,0
Pinagbakahan,2020,October,0
San Agustin,2020,October,0
San Gabriel,2020,October,0
San Juan,2020,October,0
San Pablo,2020,October,0
San Vicente,2020,October,1
Santiago,2020,October,0
Santisima Trinidad,2020,October,0
Santo Cristo,2020,October,0
Santo Niño,2020,October,0
Santo Rosario,2020,October,0
Santor,2020,October,1
Sumapang Bata,2020,October,0
Sumapang Matanda,2020,October,0
Taal,2020,October,0
Tikay,2020,October,1
Anilao,2020,November,0
Atlag,2020,November,0
Babatnin,2020,November,0
Bagna,2020,November,0
Bagong Bayan,2020,November,0
Balayong,2020,November,0
Balite,2020,November,0
Bangkal,2020,November,0
Barihan,2020,November,0
Bulihan,2020,November,0
Bungahan,2020,November,0
Caingin,2020,November,0
Calero,2020,November,0
Caliligawan,2020,November,0
Canalate,2020,November,0
Caniogan,2020,November,0
Catmon,2020,November,0
Cofradia,2020,November,0
Dakila,2020,November,2
Guinhawa,2020,November,0
Liang,2020,November,0
Ligas,2020,November,1
Longos,2020,November,2
Look 1St,2020,November,0
Look 2Nd,2020,November,0
Lugam,2020,November,0
Mabolo,2020,November,1
Mambog,2020,November,0
Masile,2020,November,0
Matimbo,2020,November,1
Mojon,2020,November,1
Namayan,2020,November,0
Niugan,2020,November,0
Pamarawan,2020,November,0
Panasahan,2020,November,1
Pinagbakahan,2020,November,0
San Agustin,2020,November,1
San Gabriel,2020,November,0
San Juan,2020,November,0
San Pablo,2020,November,0
San Vicente,2020,November,0
Santiago,2020,November,0
Santisima Trinidad,2020,November,0
Santo Cristo,2020,November,0
Santo Niño,2020,November,0
Santo Rosario,2020,November,1
Santor,2020,November,0
Sumapang Bata,2020,November,0
Sumapang Matanda,2020,November,0
Taal,2020,November,0
Tikay,2020,November,0
Anilao,2020,December,0
Atlag,2020,December,0
Babatnin,2020,December,0
Bagna,2020,December,0
Bagong Bayan,2020,December,1
Balayong,2020,December,0
Balite,2020,December,0
Bangkal,2020,December,0
Barihan,2020,December,0
Bulihan,2020,December,4
Bungahan,2020,December,0
Caingin,2020,December,0
Calero,2020,December,0
Caliligawan,2020,December,0
Canalate,2020,December,2
Caniogan,2020,December,0
Catmon,2020,December,0
Cofradia,2020,December,1
Dakila,2020,December,0
Guinhawa,2020,December,0
Liang,2020,December,0
Ligas,2020,December,0
Longos,2020,December,2
Look 1St,2020,December,1
Look 2Nd,2020,December,0
Lugam,2020,December,0
Mabolo,2020,December,1
Mambog,2020,December,0
Masile,2020,December,0
Matimbo,2020,December,0
Mojon,2020,December,2
Namayan,2020,December,0
Niugan,2020,December,0
Pamarawan,2020,December,0
Panasahan,2020,December,2
Pinagbakahan,2020,December,0
San Agustin,2020,December,0
San Gabriel,2020,December,0
San Juan,2020,December,0
San Pablo,2020,December,3
San Vicente,2020,December,1
Santiago,2020,December,0
Santisima Trinidad,2020,December,2
Santo Cristo,2020,December,0
Santo Niño,2020,December,0
Santo Rosario,2020,December,0
Santor,2020,December,1
Sumapang Bata,2020,December,0
Sumapang Matanda,2020,December,0
Taal,2020,December,1
Tikay,2020,December,2
Anilao,2021,January,0
Atlag,2021,January,1
Babatnin,2021,January,0
Bagna,2021,January,2
Bagong Bayan,2021,January,2
Balayong,2021,January,1
Balite,2021,January,0
Bangkal,2021,January,0
Barihan,2021,January,0
Bulihan,2021,January,6
Bungahan,2021,January,0
Caingin,2021,January,0
Calero,2021,January,0
Caliligawan,2021,January,0
Canalate,2021,January,0
Caniogan,2021,January,1
Catmon,2021,January,2
Cofradia,2021,January,0
Dakila,2021,January,2
Guinhawa,2021,January,0
Liang,2021,January,0
Ligas,2021,January,3
Longos,2021,January,5
Look 1St,2021,January,4
Look 2Nd,2021,January,2
Lugam,2021,January,0
Mabolo,2021,January,0
Mambog,2021,January,0
Masile,2021,January,1
Matimbo,2021,January,0
Mojon,2021,January,3
Namayan,2021,January,0
Niugan,2021,January,0
Pamarawan,2021,January,0
Panasahan,2021,January,0
Pinagbakahan,2021,January,1
San Agustin,2021,January,0
San Gabriel,2021,January,0
San Juan,2021,January,0
San Pablo,2021,January,2
San Vicente,2021,January,0
Santiago,2021,January,0
Santisima Trinidad,2021,January,0
Santo Cristo,2021,January,0
Santo Niño,2021,January,0
Santo Rosario,2021,January,0
Santor,2021,January,1
Sumapang Bata,2021,January,0
Sumapang Matanda,2021,January,0
Taal,2021,January,1
Tikay,2021,January,2
Anilao,2021,February,0
Atlag,2021,February,2
Babatnin,2021,February,0
Bagna,2021,February,1
Bagong Bayan,2021,February,1
Balayong,2021,February,0
Balite,2021,February,2
Bangkal,2021,February,0
Barihan,2021,February,0
Bulihan,2021,February,5
Bungahan,2021,February,1
Caingin,2021,February,2
Calero,2021,February,0
Caliligawan,2021,February,0
Canalate,2021,February,1
Caniogan,2021,February,1
Catmon,2021,February,0
Cofradia,2021,February,3
Dakila,2021,February,0
Guinhawa,2021,February,0
Liang,2021,February,2
Ligas,2021,February,4
Longos,2021,February,5
Look 1St,2021,February,3
Look 2Nd,2021,February,1
Lugam,2021,February,0
Mabolo,2021,February,0
Mambog,2021,February,0
Masile,2021,February,0
Matimbo,2021,February,0
Mojon,2021,February,5
Namayan,2021,February,0
Niugan,2021,February,0
Pamarawan,2021,February,0
Panasahan,2021,February,1
Pinagbakahan,2021,February,4
San Agustin,2021,February,0
San Gabriel,2021,February,0
San Juan,2021,February,0
San Pablo,2021,February,2
San Vicente,2021,February,1
Santiago,2021,February,0
Santisima Trinidad,2021,February,2
Santo Cristo,2021,February,0
Santo Niño,2021,February,0
Santo Rosario,2021,February,0
Santor,2021,February,0
Sumapang Bata,2021,February,0
Sumapang Matanda,2021,February,2
Taal,2021,February,1
Tikay,2021,February,5
Anilao,2021,March,0
Atlag,2021,March,1
Babatnin,2021,March,0
Bagna,2021,March,0
Bagong Bayan,2021,March,0
Balayong,2021,March,1
Balite,2021,March,0
Bangkal,2021,March,0
Barihan,2021,March,0
Bulihan,2021,March,3
Bungahan,2021,March,0
Caingin,2021,March,0
Calero,2021,March,0
Caliligawan,2021,March,0
Canalate,2021,March,1
Caniogan,2021,March,0
Catmon,2021,March,1
Cofradia,2021,March,1
Dakila,2021,March,0
Guinhawa,2021,March,1
Liang,2021,March,1
Ligas,2021,March,1
Longos,2021,March,4
Look 1St,2021,March,2
Look 2Nd,2021,March,1
Lugam,2021,March,0
Mabolo,2021,March,2
Mambog,2021,March,0
Masile,2021,March,0
Matimbo,2021,March,0
Mojon,2021,March,1
Namayan,2021,March,0
Niugan,2021,March,0
Pamarawan,2021,March,0
Panasahan,2021,March,1
Pinagbakahan,2021,March,1
San Agustin,2021,March,0
San Gabriel,2021,March,0
San Juan,2021,March,0
San Pablo,2021,March,0
San Vicente,2021,March,0
Santiago,2021,March,0
Santisima Trinidad,2021,March,1
Santo Cristo,2021,March,1
Santo Niño,2021,March,0
Santo Rosario,2021,March,1
Santor,2021,March,3
Sumapang Bata,2021,March,0
Sumapang Matanda,2021,March,1
Taal,2021,March,0
Tikay,2021,March,4
Anilao,2021,April,0
Atlag,2021,April,0
Babatnin,2021,April,0
Bagna,2021,April,1
Bagong Bayan,2021,April,0
Balayong,2021,April,0
Balite,2021,April,0
Bangkal,2021,April,0
Barihan,2021,April,0
Bulihan,2021,April,2
Bungahan,2021,April,0
Caingin,2021,April,0
Calero,2021,April,0
Caliligawan,2021,April,0
Canalate,2021,April,0
Caniogan,2021,April,0
Catmon,2021,April,0
Cofradia,2021,April,0
Dakila,2021,April,1
Guinhawa,2021,April,0
Liang,2021,April,0
Ligas,2021,April,0
Longos,2021,April,1
Look 1St,2021,April,1
Look 2Nd,2021,April,0
Lugam,2021,April,0
Mabolo,2021,April,0
Mambog,2021,April,0
Masile,2021,April,1
Matimbo,2021,April,1
Mojon,2021,April,0
